Entity1,Gender of Entity1,Entity2,Relation,Entity1 Position,Entity2 Position,Sentence
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[89, 93]","[77, 93]",":18 [ 3 ] :23–29 She married John Kuhn in Kunming , the capital of Yunnan Province , on November 4 , 1929.:18 [ 3 ] :10Over the next twenty four years they served together - like her mentor , J. O. Fraser , who came before them and who also worked alongside them until 1938 ."
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[89, 93]","[77, 93]","Although John Kuhn 's leadership duties ( and eventually his CIM superintendent duties ) separated him from his sheep frequently - sometimes for as long as a year - throughout all of their ministry in China , the Kuhns first ministered in Chengchiang , Yunnan , :18 [ 3 ] :9 from 1929-1930 , and in Tali [ Dali ] , Yunnan , which had been without missionaries for the previous year:18 [ 3 ] :41 They were there from 1930-1932.:18 [ 3 ] :62 While in Tali , the Kuhns had a baby girl , Kathryn Ann , in April , 1931.:18 [ 3 ] :49 They then ministered in Yongping , Yunnnan , a mostly Muslim area , from 1932-1934 ."
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[89, 93]","[77, 93]","John had been on the mission field for 10 years ; Isobel , for eight years ."
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[89, 93]","[77, 93]",John Kuhn left China 18 months after his wife .
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[34, 38]","[29, 38]","She served with the China Inland Mission , along with her husband , John , as a Bible translator , church planter , Bible teacher , evangelist and authored nine books about her experiences.Isobel Selina Miller was born in Toronto , Ontario , Canada , [ 1 ] :117 and moved with her family to Vancouver , British Columbia , when she was eleven years old ."
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[34, 38]","[29, 38]","[ 4 ] :15–18,24–25,27–28,29–33,35 At Moody she also met her future husband , John Becker Kuhn , whom she once called `` another dreamer '' ."
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[34, 38]","[29, 38]",":18 [ 3 ] :23–29 She married John Kuhn in Kunming , the capital of Yunnan Province , on November 4 , 1929.:18 [ 3 ] :10Over the next twenty four years they served together - like her mentor , J. O. Fraser , who came before them and who also worked alongside them until 1938 ."
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[34, 38]","[29, 38]","Although John Kuhn 's leadership duties ( and eventually his CIM superintendent duties ) separated him from his sheep frequently - sometimes for as long as a year - throughout all of their ministry in China , the Kuhns first ministered in Chengchiang , Yunnan , :18 [ 3 ] :9 from 1929-1930 , and in Tali [ Dali ] , Yunnan , which had been without missionaries for the previous year:18 [ 3 ] :41 They were there from 1930-1932.:18 [ 3 ] :62 While in Tali , the Kuhns had a baby girl , Kathryn Ann , in April , 1931.:18 [ 3 ] :49 They then ministered in Yongping , Yunnnan , a mostly Muslim area , from 1932-1934 ."
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[34, 38]","[29, 38]","John had been on the mission field for 10 years ; Isobel , for eight years ."
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[34, 38]","[29, 38]",John Kuhn left China 18 months after his wife .
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[14, 18]","[9, 18]","She served with the China Inland Mission , along with her husband , John , as a Bible translator , church planter , Bible teacher , evangelist and authored nine books about her experiences.Isobel Selina Miller was born in Toronto , Ontario , Canada , [ 1 ] :117 and moved with her family to Vancouver , British Columbia , when she was eleven years old ."
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[14, 18]","[9, 18]","[ 4 ] :15–18,24–25,27–28,29–33,35 At Moody she also met her future husband , John Becker Kuhn , whom she once called `` another dreamer '' ."
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[14, 18]","[9, 18]",":18 [ 3 ] :23–29 She married John Kuhn in Kunming , the capital of Yunnan Province , on November 4 , 1929.:18 [ 3 ] :10Over the next twenty four years they served together - like her mentor , J. O. Fraser , who came before them and who also worked alongside them until 1938 ."
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[14, 18]","[9, 18]","Although John Kuhn 's leadership duties ( and eventually his CIM superintendent duties ) separated him from his sheep frequently - sometimes for as long as a year - throughout all of their ministry in China , the Kuhns first ministered in Chengchiang , Yunnan , :18 [ 3 ] :9 from 1929-1930 , and in Tali [ Dali ] , Yunnan , which had been without missionaries for the previous year:18 [ 3 ] :41 They were there from 1930-1932.:18 [ 3 ] :62 While in Tali , the Kuhns had a baby girl , Kathryn Ann , in April , 1931.:18 [ 3 ] :49 They then ministered in Yongping , Yunnnan , a mostly Muslim area , from 1932-1934 ."
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[14, 18]","[9, 18]","John had been on the mission field for 10 years ; Isobel , for eight years ."
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[14, 18]","[9, 18]",John Kuhn left China 18 months after his wife .
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[50, 56]","[0, 5]","She served with the China Inland Mission , along with her husband , John , as a Bible translator , church planter , Bible teacher , evangelist and authored nine books about her experiences.Isobel Selina Miller was born in Toronto , Ontario , Canada , [ 1 ] :117 and moved with her family to Vancouver , British Columbia , when she was eleven years old ."
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[50, 56]","[0, 5]","[ 4 ] :15–18,24–25,27–28,29–33,35 At Moody she also met her future husband , John Becker Kuhn , whom she once called `` another dreamer '' ."
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[50, 56]","[0, 5]",":18 [ 3 ] :23–29 She married John Kuhn in Kunming , the capital of Yunnan Province , on November 4 , 1929.:18 [ 3 ] :10Over the next twenty four years they served together - like her mentor , J. O. Fraser , who came before them and who also worked alongside them until 1938 ."
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[50, 56]","[0, 5]","Although John Kuhn 's leadership duties ( and eventually his CIM superintendent duties ) separated him from his sheep frequently - sometimes for as long as a year - throughout all of their ministry in China , the Kuhns first ministered in Chengchiang , Yunnan , :18 [ 3 ] :9 from 1929-1930 , and in Tali [ Dali ] , Yunnan , which had been without missionaries for the previous year:18 [ 3 ] :41 They were there from 1930-1932.:18 [ 3 ] :62 While in Tali , the Kuhns had a baby girl , Kathryn Ann , in April , 1931.:18 [ 3 ] :49 They then ministered in Yongping , Yunnnan , a mostly Muslim area , from 1932-1934 ."
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[50, 56]","[0, 5]","John had been on the mission field for 10 years ; Isobel , for eight years ."
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[50, 56]","[0, 5]",John Kuhn left China 18 months after his wife .
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[5, 9]","[0, 10]","She served with the China Inland Mission , along with her husband , John , as a Bible translator , church planter , Bible teacher , evangelist and authored nine books about her experiences.Isobel Selina Miller was born in Toronto , Ontario , Canada , [ 1 ] :117 and moved with her family to Vancouver , British Columbia , when she was eleven years old ."
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[5, 9]","[0, 10]","[ 4 ] :15–18,24–25,27–28,29–33,35 At Moody she also met her future husband , John Becker Kuhn , whom she once called `` another dreamer '' ."
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[5, 9]","[0, 10]",":18 [ 3 ] :23–29 She married John Kuhn in Kunming , the capital of Yunnan Province , on November 4 , 1929.:18 [ 3 ] :10Over the next twenty four years they served together - like her mentor , J. O. Fraser , who came before them and who also worked alongside them until 1938 ."
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[5, 9]","[0, 10]","Although John Kuhn 's leadership duties ( and eventually his CIM superintendent duties ) separated him from his sheep frequently - sometimes for as long as a year - throughout all of their ministry in China , the Kuhns first ministered in Chengchiang , Yunnan , :18 [ 3 ] :9 from 1929-1930 , and in Tali [ Dali ] , Yunnan , which had been without missionaries for the previous year:18 [ 3 ] :41 They were there from 1930-1932.:18 [ 3 ] :62 While in Tali , the Kuhns had a baby girl , Kathryn Ann , in April , 1931.:18 [ 3 ] :49 They then ministered in Yongping , Yunnnan , a mostly Muslim area , from 1932-1934 ."
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[5, 9]","[0, 10]","John had been on the mission field for 10 years ; Isobel , for eight years ."
Isobel Miller Kuhn,Female,John Becker Kuhn,spouse,"[5, 9]","[0, 10]",John Kuhn left China 18 months after his wife .
Isobel Miller Kuhn,Female,"December 17, 1901",birthDate,"[14, 25]","[76, 87]","Isobel Selina Miller Kuhn , born Isobel Selina Miller , aka , `` Belle '' ( December 17 , 1901 – March 20 , 1957 ) , was a Canadian Christian missionary to the Lisu people of Yunnan Province , China , and northern Thailand ."
Isobel Miller Kuhn,Female,Toronto,birthPlace,"[189, 195]","[222, 229]","She served with the China Inland Mission , along with her husband , John , as a Bible translator , church planter , Bible teacher , evangelist and authored nine books about her experiences.Isobel Selina Miller was born in Toronto , Ontario , Canada , [ 1 ] :117 and moved with her family to Vancouver , British Columbia , when she was eleven years old ."
Ayn-al-Hayat Rifaat,Female,Princess,hypernym,"[58, 70]","[49, 57]","She was the first wife of Hussein Kamel of Egypt.Princess Ayn-al-Hayat was born on 5 October 1858 , and was the eldest daughter of Prince Ahmad Rifa'at Pasha , sometime President of Council of State and his second wife Dilbar Jahan Khanum ."
Ayn-al-Hayat Rifaat,Female,Princess,hypernym,"[58, 70]","[49, 57]",Princess Ayn-al-Hayat never remarried .
Ayn-al-Hayat Rifaat,Female,Princess,hypernym,"[58, 70]","[49, 57]","[ 2 ] [ 3 ] Princess Ayn-al-Hayat died on 12 August 1910 at Paris , France and was buried in the mausoleum of Hosh al-Basha , Imam al-Shafi ' i , Cairo ."
Ayn-al-Hayat Rifaat,Female,Princess,hypernym,"[9, 21]","[0, 9]","She was the first wife of Hussein Kamel of Egypt.Princess Ayn-al-Hayat was born on 5 October 1858 , and was the eldest daughter of Prince Ahmad Rifa'at Pasha , sometime President of Council of State and his second wife Dilbar Jahan Khanum ."
Ayn-al-Hayat Rifaat,Female,Princess,hypernym,"[9, 21]","[0, 9]",Princess Ayn-al-Hayat never remarried .
Ayn-al-Hayat Rifaat,Female,Princess,hypernym,"[9, 21]","[0, 9]","[ 2 ] [ 3 ] Princess Ayn-al-Hayat died on 12 August 1910 at Paris , France and was buried in the mausoleum of Hosh al-Basha , Imam al-Shafi ' i , Cairo ."
Ayn-al-Hayat Rifaat,Female,Princess,hypernym,"[21, 33]","[12, 20]","She was the first wife of Hussein Kamel of Egypt.Princess Ayn-al-Hayat was born on 5 October 1858 , and was the eldest daughter of Prince Ahmad Rifa'at Pasha , sometime President of Council of State and his second wife Dilbar Jahan Khanum ."
Ayn-al-Hayat Rifaat,Female,Princess,hypernym,"[21, 33]","[12, 20]",Princess Ayn-al-Hayat never remarried .
Ayn-al-Hayat Rifaat,Female,Princess,hypernym,"[21, 33]","[12, 20]","[ 2 ] [ 3 ] Princess Ayn-al-Hayat died on 12 August 1910 at Paris , France and was buried in the mausoleum of Hosh al-Basha , Imam al-Shafi ' i , Cairo ."
Ayn-al-Hayat Rifaat,Female,Hussein Kamel of Egypt,spouse,"[58, 70]","[26, 48]","She was the first wife of Hussein Kamel of Egypt.Princess Ayn-al-Hayat was born on 5 October 1858 , and was the eldest daughter of Prince Ahmad Rifa'at Pasha , sometime President of Council of State and his second wife Dilbar Jahan Khanum ."
Ayn-al-Hayat Rifaat,Female,"October 5, 1858",birthDate,"[0, 20]","[56, 68]",Ayn-al-Hayat Rifaat ( Turkish : Aynelhayat Rifaat ) ( 5 October 1858 - 12 August 1910 [ 1 ] ) ( Ayn-al-Hayat meaning `` Spring of life '' ) was an Egyptian princess and a member of the Muhammad Ali Dynasty .
Ayn-al-Hayat Rifaat,Female,"October 5, 1858",birthDate,"[0, 20]","[56, 68]","She was the first wife of Hussein Kamel of Egypt.Princess Ayn-al-Hayat was born on 5 October 1858 , and was the eldest daughter of Prince Ahmad Rifa'at Pasha , sometime President of Council of State and his second wife Dilbar Jahan Khanum ."
Ayn-al-Hayat Rifaat,Female,"October 5, 1858",birthDate,"[58, 70]","[85, 97]",Ayn-al-Hayat Rifaat ( Turkish : Aynelhayat Rifaat ) ( 5 October 1858 - 12 August 1910 [ 1 ] ) ( Ayn-al-Hayat meaning `` Spring of life '' ) was an Egyptian princess and a member of the Muhammad Ali Dynasty .
Ayn-al-Hayat Rifaat,Female,"October 5, 1858",birthDate,"[58, 70]","[85, 97]","She was the first wife of Hussein Kamel of Egypt.Princess Ayn-al-Hayat was born on 5 October 1858 , and was the eldest daughter of Prince Ahmad Rifa'at Pasha , sometime President of Council of State and his second wife Dilbar Jahan Khanum ."
Ayn-al-Hayat Rifaat,Female,Egypt,birthPlace,"[0, 20]","[-1, -1]",Ayn-al-Hayat Rifaat ( Turkish : Aynelhayat Rifaat ) ( 5 October 1858 - 12 August 1910 [ 1 ] ) ( Ayn-al-Hayat meaning `` Spring of life '' ) was an Egyptian princess and a member of the Muhammad Ali Dynasty .
Ayn-al-Hayat Rifaat,Female,Egypt,birthPlace,"[0, 20]","[-1, -1]","She was the first wife of Hussein Kamel of Egypt.Princess Ayn-al-Hayat was born on 5 October 1858 , and was the eldest daughter of Prince Ahmad Rifa'at Pasha , sometime President of Council of State and his second wife Dilbar Jahan Khanum ."
Ayn-al-Hayat Rifaat,Female,Egypt,birthPlace,"[58, 70]","[43, 48]",Ayn-al-Hayat Rifaat ( Turkish : Aynelhayat Rifaat ) ( 5 October 1858 - 12 August 1910 [ 1 ] ) ( Ayn-al-Hayat meaning `` Spring of life '' ) was an Egyptian princess and a member of the Muhammad Ali Dynasty .
Ayn-al-Hayat Rifaat,Female,Egypt,birthPlace,"[58, 70]","[43, 48]","She was the first wife of Hussein Kamel of Egypt.Princess Ayn-al-Hayat was born on 5 October 1858 , and was the eldest daughter of Prince Ahmad Rifa'at Pasha , sometime President of Council of State and his second wife Dilbar Jahan Khanum ."
Ivonka Survilla,Female,President,hypernym,"[0, 16]","[167, 176]","Ivonka Survilla or Surviłła ( Belarusian : Івонка Сурвілла , born Ivonka Šymaniec , Belarusian : Івонка Шыманец , Polish : Iwonka Szymaniec , April 11 , 1936 ) is the President of the Rada of the Belarusian Democratic Republic , the Belarusian government in exile.Ivonka Survilla was born in Stoŭbcy , then part of the Second Polish Republic ( West Belarus ) , into the family of Uladzimier Šymaniec , an engineer , and Evelina Šymaniec née Paškievič.In 1940 , after the Soviet annexation of West Belarus , Uladzimier Šymaniec was arrested by the Soviets and sentenced to five years imprisonment in Gulag ."
Ivonka Survilla,Female,Janka Survilla,spouse,"[0, 7]","[166, 180]","Ivonka Šymaniec has studied at École nationale supérieure des Beaux-Arts and then graduated from a humanities faculty of the Sorbonne.In 1959 Ivonka Šymaniec married Janka Survilla , a Belarusian economist , activist and radio broadcaster ."
Ivonka Survilla,Female,Janka Survilla,spouse,"[0, 7]","[166, 180]","[ 1 ] After closure of the station in 1965 , in 1969 Janka and Ivonka Survilla moved to Canada where Ivonka started working as translator for the federal government ."
Ivonka Survilla,Female,Janka Survilla,spouse,"[0, 7]","[166, 180]",[ 2 ] In Canada Ivonka Survilla became an active member local Belarusian organisations.In 1989 Ivonka Survilla with the assistance of husband Janka Survilla and friends Dr. Zinaida Gimpelevitch and Ms. Pauline Paszkievicz-Smith created the Canadian Relief Fund for Chernobyl Victims in Belarus .
Ivonka Survilla,Female,Janka Survilla,spouse,"[0, 7]","[166, 180]",[ 2 ] Her husband Janka Survilla died in Ottawa in 1997.Survilla has participated in more than 30 exhibitions as a painter .
Ivonka Survilla,Female,Janka Survilla,spouse,"[63, 78]","[53, 58]","Ivonka Šymaniec has studied at École nationale supérieure des Beaux-Arts and then graduated from a humanities faculty of the Sorbonne.In 1959 Ivonka Šymaniec married Janka Survilla , a Belarusian economist , activist and radio broadcaster ."
Ivonka Survilla,Female,Janka Survilla,spouse,"[63, 78]","[53, 58]","[ 1 ] After closure of the station in 1965 , in 1969 Janka and Ivonka Survilla moved to Canada where Ivonka started working as translator for the federal government ."
Ivonka Survilla,Female,Janka Survilla,spouse,"[63, 78]","[53, 58]",[ 2 ] In Canada Ivonka Survilla became an active member local Belarusian organisations.In 1989 Ivonka Survilla with the assistance of husband Janka Survilla and friends Dr. Zinaida Gimpelevitch and Ms. Pauline Paszkievicz-Smith created the Canadian Relief Fund for Chernobyl Victims in Belarus .
Ivonka Survilla,Female,Janka Survilla,spouse,"[63, 78]","[53, 58]",[ 2 ] Her husband Janka Survilla died in Ottawa in 1997.Survilla has participated in more than 30 exhibitions as a painter .
Ivonka Survilla,Female,Janka Survilla,spouse,"[16, 31]","[142, 156]","Ivonka Šymaniec has studied at École nationale supérieure des Beaux-Arts and then graduated from a humanities faculty of the Sorbonne.In 1959 Ivonka Šymaniec married Janka Survilla , a Belarusian economist , activist and radio broadcaster ."
Ivonka Survilla,Female,Janka Survilla,spouse,"[16, 31]","[142, 156]","[ 1 ] After closure of the station in 1965 , in 1969 Janka and Ivonka Survilla moved to Canada where Ivonka started working as translator for the federal government ."
Ivonka Survilla,Female,Janka Survilla,spouse,"[16, 31]","[142, 156]",[ 2 ] In Canada Ivonka Survilla became an active member local Belarusian organisations.In 1989 Ivonka Survilla with the assistance of husband Janka Survilla and friends Dr. Zinaida Gimpelevitch and Ms. Pauline Paszkievicz-Smith created the Canadian Relief Fund for Chernobyl Victims in Belarus .
Ivonka Survilla,Female,Janka Survilla,spouse,"[16, 31]","[142, 156]",[ 2 ] Her husband Janka Survilla died in Ottawa in 1997.Survilla has participated in more than 30 exhibitions as a painter .
Ivonka Survilla,Female,Janka Survilla,spouse,"[24, 32]","[18, 32]","Ivonka Šymaniec has studied at École nationale supérieure des Beaux-Arts and then graduated from a humanities faculty of the Sorbonne.In 1959 Ivonka Šymaniec married Janka Survilla , a Belarusian economist , activist and radio broadcaster ."
Ivonka Survilla,Female,Janka Survilla,spouse,"[24, 32]","[18, 32]","[ 1 ] After closure of the station in 1965 , in 1969 Janka and Ivonka Survilla moved to Canada where Ivonka started working as translator for the federal government ."
Ivonka Survilla,Female,Janka Survilla,spouse,"[24, 32]","[18, 32]",[ 2 ] In Canada Ivonka Survilla became an active member local Belarusian organisations.In 1989 Ivonka Survilla with the assistance of husband Janka Survilla and friends Dr. Zinaida Gimpelevitch and Ms. Pauline Paszkievicz-Smith created the Canadian Relief Fund for Chernobyl Victims in Belarus .
Ivonka Survilla,Female,Janka Survilla,spouse,"[24, 32]","[18, 32]",[ 2 ] Her husband Janka Survilla died in Ottawa in 1997.Survilla has participated in more than 30 exhibitions as a painter .
Ivonka Survilla,Female,"April 11, 1936",birthDate,"[0, 16]","[142, 150]","Ivonka Survilla or Surviłła ( Belarusian : Івонка Сурвілла , born Ivonka Šymaniec , Belarusian : Івонка Шыманец , Polish : Iwonka Szymaniec , April 11 , 1936 ) is the President of the Rada of the Belarusian Democratic Republic , the Belarusian government in exile.Ivonka Survilla was born in Stoŭbcy , then part of the Second Polish Republic ( West Belarus ) , into the family of Uladzimier Šymaniec , an engineer , and Evelina Šymaniec née Paškievič.In 1940 , after the Soviet annexation of West Belarus , Uladzimier Šymaniec was arrested by the Soviets and sentenced to five years imprisonment in Gulag ."
Ivonka Survilla,Female,Stoŭbcy,birthPlace,"[0, 16]","[292, 299]","Ivonka Survilla or Surviłła ( Belarusian : Івонка Сурвілла , born Ivonka Šymaniec , Belarusian : Івонка Шыманец , Polish : Iwonka Szymaniec , April 11 , 1936 ) is the President of the Rada of the Belarusian Democratic Republic , the Belarusian government in exile.Ivonka Survilla was born in Stoŭbcy , then part of the Second Polish Republic ( West Belarus ) , into the family of Uladzimier Šymaniec , an engineer , and Evelina Šymaniec née Paškievič.In 1940 , after the Soviet annexation of West Belarus , Uladzimier Šymaniec was arrested by the Soviets and sentenced to five years imprisonment in Gulag ."
Tonya Harding,Female,Figure,hypernym,"[53, 60]","[0, 7]","Figure Skating Championships between 1986 and 1989 , Harding won the 1989 Skate America competition ."
Tonya Harding,Female,Figure,hypernym,"[53, 60]","[0, 7]","Figure Skating Association.In the early 2000s , Harding competed as a professional boxer , and her life has been the subject of numerous films , documentaries , books , and academic studies ."
Tonya Harding,Female,Figure,hypernym,"[53, 60]","[0, 7]","Harding would finish second behind Kristi Yamaguchi , and in front of Nancy Kerrigan , marking the first time one country swept the ladies medal podium at the World Figure Skating Championships ."
Tonya Harding,Female,Figure,hypernym,"[53, 60]","[0, 7]","Figure Skating Association , voted to strip Harding of her 1994 title ."
Tonya Harding,Female,Figure,hypernym,"[53, 60]","[0, 7]",Figure Skating Association stated reasonable grounds existed to believe Harding had violated the sport 's code of ethics .
Tonya Harding,Female,Figure,hypernym,"[53, 60]","[0, 7]","Stoloff theorized that Harding represented an American social class that required interpretation ( `` the class Other '' ) as he referenced the anthropological tone of Susan Orlean 's 1994 essay `` Figures in a Mall , '' written for The New Yorker ."
Tonya Harding,Female,Figure,hypernym,"[48, 55]","[0, 7]","Figure Skating Championships between 1986 and 1989 , Harding won the 1989 Skate America competition ."
Tonya Harding,Female,Figure,hypernym,"[48, 55]","[0, 7]","Figure Skating Association.In the early 2000s , Harding competed as a professional boxer , and her life has been the subject of numerous films , documentaries , books , and academic studies ."
Tonya Harding,Female,Figure,hypernym,"[48, 55]","[0, 7]","Harding would finish second behind Kristi Yamaguchi , and in front of Nancy Kerrigan , marking the first time one country swept the ladies medal podium at the World Figure Skating Championships ."
Tonya Harding,Female,Figure,hypernym,"[48, 55]","[0, 7]","Figure Skating Association , voted to strip Harding of her 1994 title ."
Tonya Harding,Female,Figure,hypernym,"[48, 55]","[0, 7]",Figure Skating Association stated reasonable grounds existed to believe Harding had violated the sport 's code of ethics .
Tonya Harding,Female,Figure,hypernym,"[48, 55]","[0, 7]","Stoloff theorized that Harding represented an American social class that required interpretation ( `` the class Other '' ) as he referenced the anthropological tone of Susan Orlean 's 1994 essay `` Figures in a Mall , '' written for The New Yorker ."
Tonya Harding,Female,Figure,hypernym,"[0, 8]","[165, 171]","Figure Skating Championships between 1986 and 1989 , Harding won the 1989 Skate America competition ."
Tonya Harding,Female,Figure,hypernym,"[0, 8]","[165, 171]","Figure Skating Association.In the early 2000s , Harding competed as a professional boxer , and her life has been the subject of numerous films , documentaries , books , and academic studies ."
Tonya Harding,Female,Figure,hypernym,"[0, 8]","[165, 171]","Harding would finish second behind Kristi Yamaguchi , and in front of Nancy Kerrigan , marking the first time one country swept the ladies medal podium at the World Figure Skating Championships ."
Tonya Harding,Female,Figure,hypernym,"[0, 8]","[165, 171]","Figure Skating Association , voted to strip Harding of her 1994 title ."
Tonya Harding,Female,Figure,hypernym,"[0, 8]","[165, 171]",Figure Skating Association stated reasonable grounds existed to believe Harding had violated the sport 's code of ethics .
Tonya Harding,Female,Figure,hypernym,"[0, 8]","[165, 171]","Stoloff theorized that Harding represented an American social class that required interpretation ( `` the class Other '' ) as he referenced the anthropological tone of Susan Orlean 's 1994 essay `` Figures in a Mall , '' written for The New Yorker ."
Tonya Harding,Female,Figure,hypernym,"[44, 51]","[0, 7]","Figure Skating Championships between 1986 and 1989 , Harding won the 1989 Skate America competition ."
Tonya Harding,Female,Figure,hypernym,"[44, 51]","[0, 7]","Figure Skating Association.In the early 2000s , Harding competed as a professional boxer , and her life has been the subject of numerous films , documentaries , books , and academic studies ."
Tonya Harding,Female,Figure,hypernym,"[44, 51]","[0, 7]","Harding would finish second behind Kristi Yamaguchi , and in front of Nancy Kerrigan , marking the first time one country swept the ladies medal podium at the World Figure Skating Championships ."
Tonya Harding,Female,Figure,hypernym,"[44, 51]","[0, 7]","Figure Skating Association , voted to strip Harding of her 1994 title ."
Tonya Harding,Female,Figure,hypernym,"[44, 51]","[0, 7]",Figure Skating Association stated reasonable grounds existed to believe Harding had violated the sport 's code of ethics .
Tonya Harding,Female,Figure,hypernym,"[44, 51]","[0, 7]","Stoloff theorized that Harding represented an American social class that required interpretation ( `` the class Other '' ) as he referenced the anthropological tone of Susan Orlean 's 1994 essay `` Figures in a Mall , '' written for The New Yorker ."
Tonya Harding,Female,Figure,hypernym,"[72, 79]","[0, 7]","Figure Skating Championships between 1986 and 1989 , Harding won the 1989 Skate America competition ."
Tonya Harding,Female,Figure,hypernym,"[72, 79]","[0, 7]","Figure Skating Association.In the early 2000s , Harding competed as a professional boxer , and her life has been the subject of numerous films , documentaries , books , and academic studies ."
Tonya Harding,Female,Figure,hypernym,"[72, 79]","[0, 7]","Harding would finish second behind Kristi Yamaguchi , and in front of Nancy Kerrigan , marking the first time one country swept the ladies medal podium at the World Figure Skating Championships ."
Tonya Harding,Female,Figure,hypernym,"[72, 79]","[0, 7]","Figure Skating Association , voted to strip Harding of her 1994 title ."
Tonya Harding,Female,Figure,hypernym,"[72, 79]","[0, 7]",Figure Skating Association stated reasonable grounds existed to believe Harding had violated the sport 's code of ethics .
Tonya Harding,Female,Figure,hypernym,"[72, 79]","[0, 7]","Stoloff theorized that Harding represented an American social class that required interpretation ( `` the class Other '' ) as he referenced the anthropological tone of Susan Orlean 's 1994 essay `` Figures in a Mall , '' written for The New Yorker ."
Tonya Harding,Female,Figure,hypernym,"[23, 30]","[198, 204]","Figure Skating Championships between 1986 and 1989 , Harding won the 1989 Skate America competition ."
Tonya Harding,Female,Figure,hypernym,"[23, 30]","[198, 204]","Figure Skating Association.In the early 2000s , Harding competed as a professional boxer , and her life has been the subject of numerous films , documentaries , books , and academic studies ."
Tonya Harding,Female,Figure,hypernym,"[23, 30]","[198, 204]","Harding would finish second behind Kristi Yamaguchi , and in front of Nancy Kerrigan , marking the first time one country swept the ladies medal podium at the World Figure Skating Championships ."
Tonya Harding,Female,Figure,hypernym,"[23, 30]","[198, 204]","Figure Skating Association , voted to strip Harding of her 1994 title ."
Tonya Harding,Female,Figure,hypernym,"[23, 30]","[198, 204]",Figure Skating Association stated reasonable grounds existed to believe Harding had violated the sport 's code of ethics .
Tonya Harding,Female,Figure,hypernym,"[23, 30]","[198, 204]","Stoloff theorized that Harding represented an American social class that required interpretation ( `` the class Other '' ) as he referenced the anthropological tone of Susan Orlean 's 1994 essay `` Figures in a Mall , '' written for The New Yorker ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[88, 95]","[150, 163]","She is also a two-time Olympian and a two-time Skate America Champion.In January 1994 , Harding became embroiled in controversy when her ex-husband , Jeff Gillooly , orchestrated an attack on her fellow U.S. skating rival Nancy Kerrigan ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[88, 95]","[150, 163]","[ 38 ] [ 39 ] [ 40 ] Stant and his uncle , Derrick Smith , were hired for this assault by Harding 's ex-husband , Jeff Gillooly , and her one-time bodyguard , Shawn Eckardt ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[88, 95]","[150, 163]","Harding 's close friend Stephanie Quintero , with whom she was living , spoke to reporters on her behalf : `` [ Tonya ] was shocked , very hurt…She was believing in [ Jeff ] , what he was saying ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[88, 95]","[150, 163]","When asked about Gillooly , Harding said `` I never did anything to hurt [ Jeff ] ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[88, 95]","[150, 163]","[ 138 ] Jeff Gillooly ( granted a name change to Jeff Stone in 1995 ) said Harding 's prison evasion did not anger him , and that he felt his own punishment was just ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[88, 95]","[150, 163]","The couple reached the finals of the competition , where Harding finished in third place overall , behind Adam Rippon and Josh Norman.In September 1986 , when she was 15 years old , Harding began a relationship with 17-year-old Jeff Gillooly ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[88, 95]","[150, 163]","In January 1992 , Harding told Terry Richard ( a journalist for The Oregonian ) `` Jeff always put food on the table and a roof over my head ."
