age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
35,services,married,secondary,no,0,yes,no,cellular,18,may,146,2,-1,0,unknown,no
46,technician,married,secondary,no,1,no,yes,cellular,20,nov,200,1,-1,0,unknown,no
32,entrepreneur,married,primary,no,56,no,no,unknown,2,jun,389,1,-1,0,unknown,no
36,management,married,tertiary,no,5057,yes,no,cellular,17,nov,70,1,166,10,failure,no
56,blue-collar,married,secondary,no,172,yes,no,unknown,12,may,289,5,-1,0,unknown,no
36,services,married,tertiary,no,702,yes,no,cellular,13,may,52,4,-1,0,unknown,no
66,housemaid,married,primary,no,1230,no,no,cellular,16,jun,288,6,181,3,success,yes
49,blue-collar,married,secondary,no,134,yes,yes,unknown,27,may,265,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,737,yes,no,unknown,30,may,135,2,-1,0,unknown,no
43,technician,married,tertiary,no,2331,yes,no,unknown,8,may,364,4,-1,0,unknown,no
45,blue-collar,married,primary,no,491,yes,yes,cellular,12,may,63,5,370,1,other,no
35,housemaid,married,secondary,no,14000,no,no,unknown,9,jun,121,2,-1,0,unknown,no
31,technician,married,secondary,no,344,yes,no,unknown,7,may,123,1,-1,0,unknown,no
33,management,married,tertiary,no,1071,no,no,cellular,2,feb,84,2,174,4,failure,no
32,management,married,tertiary,no,1297,yes,no,cellular,15,may,250,1,-1,0,unknown,no
45,management,married,tertiary,no,1866,no,no,unknown,11,jun,116,7,-1,0,unknown,no
31,blue-collar,married,secondary,no,823,yes,no,cellular,5,feb,152,2,-1,0,unknown,no
39,technician,married,secondary,no,2765,yes,yes,unknown,20,jun,116,3,-1,0,unknown,no
37,management,single,tertiary,no,1339,yes,no,cellular,13,may,96,6,173,4,other,no
29,blue-collar,single,secondary,no,-125,yes,no,unknown,29,may,198,3,-1,0,unknown,no
39,technician,single,secondary,no,-225,no,no,cellular,19,aug,220,1,-1,0,unknown,no
39,management,single,tertiary,no,11971,yes,no,telephone,15,may,75,10,179,5,failure,no
19,student,single,secondary,no,96,no,no,cellular,23,apr,106,3,-1,0,unknown,no
35,technician,single,secondary,no,920,yes,no,cellular,11,aug,159,2,286,6,failure,no
37,management,single,tertiary,no,200,no,no,cellular,7,aug,259,4,-1,0,unknown,no
30,technician,single,secondary,no,137,no,yes,cellular,8,jul,517,2,-1,0,unknown,no
28,management,single,secondary,no,1609,yes,no,cellular,18,may,98,2,315,3,failure,no
48,blue-collar,single,secondary,no,44,yes,no,unknown,6,may,153,1,-1,0,unknown,no
30,unemployed,single,tertiary,no,306,no,no,unknown,26,may,372,14,-1,0,unknown,no
36,management,single,secondary,no,159,no,no,cellular,5,feb,443,1,-1,0,unknown,no
32,admin.,single,secondary,no,45,yes,yes,cellular,14,may,908,3,344,7,other,no
32,admin.,single,unknown,no,2692,yes,no,cellular,18,may,99,2,-1,0,unknown,no
26,management,single,tertiary,no,531,no,yes,unknown,27,may,57,1,-1,0,unknown,no
24,student,single,secondary,no,597,yes,no,cellular,20,apr,943,3,-1,0,unknown,yes
36,blue-collar,single,secondary,no,507,yes,no,cellular,22,may,210,1,-1,0,unknown,no
33,unemployed,single,secondary,no,237,yes,no,cellular,4,feb,1052,2,-1,0,unknown,no
27,technician,single,tertiary,no,3083,yes,no,unknown,29,may,244,2,-1,0,unknown,no
31,admin.,single,secondary,no,121,yes,no,unknown,20,may,187,1,-1,0,unknown,no
40,technician,single,secondary,no,200,yes,no,unknown,6,may,322,2,-1,0,unknown,no
32,blue-collar,single,secondary,no,4339,yes,yes,cellular,27,may,76,2,-1,0,unknown,no
33,management,single,secondary,no,0,no,no,cellular,26,aug,99,2,-1,0,unknown,no
32,services,single,secondary,no,-55,yes,no,cellular,15,apr,601,1,-1,0,unknown,no
23,student,single,secondary,no,834,yes,no,cellular,6,may,283,3,-1,0,unknown,no
38,management,single,tertiary,no,1515,yes,no,telephone,31,jul,42,5,-1,0,unknown,no
29,services,single,secondary,no,229,yes,no,cellular,17,apr,273,2,343,1,failure,no
31,blue-collar,single,secondary,no,4,no,no,cellular,16,apr,148,2,182,3,other,no
29,management,single,tertiary,no,268,no,no,cellular,16,apr,667,1,-1,0,unknown,yes
42,technician,single,secondary,no,0,yes,no,unknown,6,may,293,1,-1,0,unknown,no
30,management,single,tertiary,no,220,no,yes,cellular,12,aug,111,2,-1,0,unknown,no
38,management,single,tertiary,no,1637,no,yes,cellular,5,aug,231,1,-1,0,unknown,no
29,management,single,tertiary,no,2531,no,no,cellular,19,aug,634,1,-1,0,unknown,yes
60,retired,single,secondary,no,1625,no,no,unknown,12,jun,119,1,-1,0,unknown,no
28,admin.,single,secondary,no,-181,yes,yes,cellular,7,may,429,2,343,4,failure,no
39,technician,single,unknown,no,75,no,no,unknown,6,jun,26,1,-1,0,unknown,no
32,technician,single,secondary,no,0,no,no,cellular,18,aug,594,4,-1,0,unknown,yes
45,blue-collar,single,primary,no,847,no,no,cellular,31,jul,294,3,-1,0,unknown,no
35,student,single,secondary,no,188,yes,no,cellular,5,may,863,1,78,8,success,yes
25,services,single,secondary,no,801,no,no,cellular,5,jun,255,2,-1,0,unknown,yes
20,student,single,secondary,no,67,yes,no,unknown,19,may,387,1,-1,0,unknown,no
34,admin.,single,secondary,no,79,yes,no,cellular,28,jul,219,3,-1,0,unknown,no
31,services,single,secondary,no,297,no,no,cellular,30,jan,229,1,-1,0,unknown,no
34,blue-collar,single,unknown,no,129,yes,yes,cellular,16,nov,295,1,200,2,success,yes
41,blue-collar,single,secondary,no,1080,yes,yes,unknown,8,may,192,4,-1,0,unknown,no
28,student,single,secondary,no,5916,no,no,cellular,20,mar,93,5,-1,0,unknown,no
31,housemaid,single,tertiary,no,287,yes,no,cellular,19,nov,182,1,-1,0,unknown,no
50,technician,single,secondary,no,330,no,no,cellular,6,aug,376,3,-1,0,unknown,no
28,management,single,tertiary,no,223,yes,no,cellular,1,jun,303,1,278,3,success,yes
24,self-employed,single,tertiary,no,2376,no,no,cellular,27,apr,122,1,-1,0,unknown,yes
31,unemployed,single,tertiary,no,3252,no,no,cellular,21,nov,145,2,-1,0,unknown,no
32,admin.,single,secondary,no,781,no,no,cellular,20,nov,305,1,-1,0,unknown,no
31,management,single,tertiary,no,1899,no,no,telephone,22,nov,1914,1,-1,0,unknown,no
31,management,single,tertiary,no,825,yes,no,unknown,21,may,506,2,-1,0,unknown,yes
30,technician,single,secondary,no,53,yes,no,cellular,18,jul,352,5,-1,0,unknown,no
33,blue-collar,single,secondary,no,5137,yes,no,cellular,6,may,123,1,-1,0,unknown,no
37,admin.,single,secondary,no,22,yes,no,cellular,7,may,28,2,289,5,failure,no
36,services,single,unknown,no,281,yes,no,unknown,16,may,515,1,-1,0,unknown,yes
31,technician,single,tertiary,no,110,no,no,cellular,21,aug,238,4,-1,0,unknown,no
42,technician,single,secondary,no,746,no,no,cellular,30,jul,86,2,-1,0,unknown,no
40,management,single,tertiary,no,242,yes,no,unknown,6,may,221,2,-1,0,unknown,no
29,management,single,tertiary,no,983,yes,no,cellular,11,jul,963,2,-1,0,unknown,yes
31,technician,single,tertiary,no,1887,no,yes,unknown,21,may,389,1,-1,0,unknown,no
31,management,single,tertiary,no,55,no,no,cellular,22,aug,215,1,-1,0,unknown,no
50,admin.,single,secondary,no,3702,no,no,cellular,16,oct,109,5,-1,0,unknown,no
48,management,single,secondary,no,1106,no,yes,cellular,8,jul,265,1,-1,0,unknown,no
26,unemployed,single,secondary,no,1,no,no,telephone,31,jul,14,20,-1,0,unknown,no
35,management,single,tertiary,no,6659,yes,no,unknown,21,may,83,1,-1,0,unknown,no
27,management,single,tertiary,no,438,yes,no,cellular,18,may,10,5,-1,0,unknown,no
31,housemaid,single,secondary,no,0,yes,no,cellular,25,jul,293,4,-1,0,unknown,no
36,technician,single,secondary,no,144,no,no,cellular,26,may,87,1,308,2,failure,no
45,services,single,secondary,no,-139,yes,no,unknown,9,may,663,3,-1,0,unknown,no
32,blue-collar,single,secondary,no,7712,yes,yes,unknown,29,may,768,4,-1,0,unknown,no
27,admin.,single,secondary,no,464,no,no,cellular,10,mar,103,1,-1,0,unknown,no
30,technician,single,secondary,no,846,no,no,cellular,2,nov,75,2,-1,0,unknown,no
41,technician,single,tertiary,no,6029,yes,no,unknown,14,may,254,2,-1,0,unknown,no
37,blue-collar,single,secondary,no,111,yes,no,unknown,9,may,217,2,-1,0,unknown,no
44,admin.,single,secondary,no,1534,no,no,cellular,10,nov,95,1,95,3,success,yes
31,management,single,tertiary,no,4533,no,no,cellular,14,jun,262,3,98,3,other,no
30,admin.,single,secondary,no,1374,yes,no,unknown,13,may,207,1,-1,0,unknown,no
35,self-employed,single,primary,no,181,yes,no,unknown,15,may,19,8,-1,0,unknown,no
35,management,single,tertiary,no,2928,yes,no,cellular,18,nov,54,1,-1,0,unknown,no
28,technician,single,unknown,no,0,yes,no,cellular,27,oct,96,1,267,1,failure,yes
37,technician,single,secondary,no,984,no,no,unknown,17,jun,475,1,-1,0,unknown,no
34,blue-collar,single,primary,no,0,yes,no,unknown,8,may,323,1,-1,0,unknown,no
39,admin.,single,secondary,no,573,yes,no,unknown,7,may,329,1,-1,0,unknown,no
24,blue-collar,single,secondary,no,1857,yes,no,cellular,8,oct,147,1,92,5,other,yes
28,technician,single,tertiary,no,172,yes,yes,cellular,3,apr,100,14,60,2,failure,no
34,unemployed,single,tertiary,no,1974,no,no,cellular,22,jul,355,1,342,3,success,yes
51,technician,single,secondary,no,-463,yes,no,cellular,5,may,496,1,343,3,failure,no
34,self-employed,single,tertiary,no,462,no,no,cellular,21,aug,1877,3,-1,0,unknown,yes
53,management,single,tertiary,no,0,no,no,unknown,20,jun,94,7,-1,0,unknown,no
35,self-employed,single,tertiary,no,71,no,no,cellular,15,jun,651,1,-1,0,unknown,yes
26,technician,single,tertiary,no,1118,yes,no,unknown,4,jun,209,2,-1,0,unknown,no
38,blue-collar,single,primary,no,490,yes,yes,unknown,25,aug,17,1,-1,0,unknown,no
26,student,single,secondary,no,963,no,no,unknown,21,aug,11,1,304,1,other,no
30,technician,single,tertiary,no,177,no,no,cellular,13,aug,109,3,-1,0,unknown,no
24,admin.,single,secondary,no,493,no,no,cellular,23,mar,47,2,-1,0,unknown,no
54,services,single,secondary,no,559,yes,yes,unknown,3,jun,242,6,-1,0,unknown,no
25,admin.,single,secondary,no,768,yes,no,unknown,13,may,203,1,-1,0,unknown,no
44,blue-collar,single,secondary,no,0,yes,no,cellular,4,may,64,2,19,1,failure,no
26,services,single,secondary,no,1347,no,no,telephone,18,jun,280,6,92,5,other,yes
24,blue-collar,single,unknown,no,431,yes,no,unknown,3,jun,108,12,-1,0,unknown,no
27,blue-collar,single,primary,no,1659,no,yes,cellular,7,jul,447,3,-1,0,unknown,no
25,student,single,secondary,no,1747,yes,no,cellular,24,jul,903,1,-1,0,unknown,yes
38,admin.,single,secondary,no,-23,no,no,cellular,20,nov,48,2,-1,0,unknown,no
30,technician,single,tertiary,no,1185,yes,no,cellular,30,apr,284,1,339,1,failure,no
30,admin.,single,secondary,no,-118,no,no,cellular,15,may,377,1,-1,0,unknown,no
26,housemaid,single,secondary,no,229,yes,no,unknown,30,may,60,16,-1,0,unknown,no
39,management,single,tertiary,no,406,yes,no,unknown,7,may,68,1,-1,0,unknown,no
20,student,single,unknown,no,829,no,no,cellular,27,jan,196,3,202,2,success,yes
27,technician,single,secondary,no,-211,yes,no,cellular,7,may,146,1,349,3,failure,no
35,technician,single,secondary,no,300,yes,no,unknown,9,may,338,4,-1,0,unknown,no
30,management,single,secondary,no,-62,no,yes,cellular,30,jul,117,17,-1,0,unknown,no
29,admin.,single,secondary,no,596,yes,no,cellular,18,may,172,2,346,6,failure,no
32,blue-collar,single,secondary,yes,-575,yes,no,cellular,14,may,24,6,346,9,failure,no
26,admin.,single,secondary,no,1375,yes,no,cellular,17,apr,238,2,-1,0,unknown,no
29,services,single,secondary,no,20,yes,no,unknown,15,may,431,1,-1,0,unknown,no
31,services,single,secondary,no,1709,no,yes,telephone,28,jan,944,3,-1,0,unknown,yes
26,student,single,tertiary,no,37,yes,no,unknown,8,may,108,1,-1,0,unknown,no
44,blue-collar,single,tertiary,no,827,yes,no,unknown,18,jun,65,4,-1,0,unknown,no
26,admin.,single,secondary,no,681,yes,no,cellular,14,may,336,2,322,3,failure,no
51,housemaid,single,primary,no,723,no,no,cellular,29,jan,51,1,-1,0,unknown,no
33,entrepreneur,single,tertiary,no,300,yes,yes,cellular,30,jan,922,5,-1,0,unknown,yes
39,admin.,single,secondary,no,6512,no,no,unknown,20,jun,16,6,-1,0,unknown,no
36,blue-collar,single,secondary,no,7123,no,no,unknown,20,jun,26,17,-1,0,unknown,no
30,blue-collar,single,secondary,no,75,yes,no,unknown,16,may,123,1,-1,0,unknown,no
39,management,single,secondary,no,4278,yes,no,cellular,19,nov,43,1,111,2,other,no
23,technician,single,secondary,no,-782,yes,yes,unknown,19,jun,197,10,-1,0,unknown,no
36,blue-collar,single,primary,no,736,yes,no,cellular,16,apr,114,2,304,2,failure,no
32,management,single,tertiary,no,2,yes,no,cellular,11,sep,100,2,-1,0,unknown,yes
48,technician,single,tertiary,no,0,no,no,unknown,16,jun,73,4,-1,0,unknown,no
27,services,single,secondary,no,0,yes,no,cellular,31,jul,35,6,-1,0,unknown,no
27,self-employed,single,tertiary,no,970,yes,no,cellular,13,feb,55,2,-1,0,unknown,no
26,student,single,tertiary,no,2,no,no,cellular,10,aug,121,1,102,2,failure,no
38,management,single,tertiary,no,4082,yes,no,cellular,17,apr,322,2,-1,0,unknown,no
31,management,single,tertiary,no,0,no,no,cellular,21,aug,243,2,-1,0,unknown,no
37,technician,single,secondary,no,442,yes,no,cellular,20,apr,51,4,349,1,other,no
30,blue-collar,single,secondary,no,4749,no,no,cellular,6,aug,220,2,-1,0,unknown,no
25,student,single,secondary,no,348,no,no,cellular,10,aug,245,1,-1,0,unknown,yes
34,management,single,tertiary,no,2679,yes,no,cellular,7,may,195,1,-1,0,unknown,no
25,self-employed,single,tertiary,no,557,no,no,telephone,5,aug,813,2,-1,0,unknown,no
42,technician,single,secondary,no,-15,no,no,cellular,17,nov,89,1,145,1,failure,no
33,management,single,tertiary,no,308,yes,no,cellular,8,aug,97,4,-1,0,unknown,no
27,admin.,single,secondary,no,295,yes,no,unknown,3,jun,148,13,-1,0,unknown,no
37,blue-collar,single,primary,no,275,yes,no,cellular,11,may,103,1,367,1,other,no
30,blue-collar,single,secondary,no,79,no,no,unknown,23,may,125,3,-1,0,unknown,no
43,housemaid,single,primary,no,24,no,no,cellular,31,jul,35,2,-1,0,unknown,no
28,services,single,primary,no,198,no,no,cellular,4,feb,976,2,-1,0,unknown,yes
34,blue-collar,single,secondary,no,1351,yes,no,cellular,14,may,334,2,-1,0,unknown,no
35,management,single,secondary,yes,-202,yes,no,unknown,20,may,268,3,-1,0,unknown,no
38,management,single,tertiary,no,16957,yes,no,telephone,29,jan,208,1,247,2,failure,no
38,blue-collar,single,secondary,no,3344,yes,no,cellular,13,may,143,1,352,5,failure,no
56,blue-collar,single,secondary,no,6483,yes,no,cellular,16,apr,125,2,-1,0,unknown,no
23,admin.,single,secondary,no,252,yes,no,cellular,15,may,56,1,-1,0,unknown,no
22,student,single,secondary,no,107,no,no,cellular,14,apr,125,1,-1,0,unknown,yes
37,technician,single,secondary,no,1130,no,no,cellular,26,feb,152,1,-1,0,unknown,yes
30,management,single,tertiary,no,756,no,no,cellular,13,aug,321,4,-1,0,unknown,no
31,entrepreneur,single,tertiary,no,544,no,yes,cellular,5,feb,401,2,8,3,other,no
43,technician,single,secondary,no,11269,no,no,unknown,29,may,92,1,-1,0,unknown,no
27,student,single,unknown,no,910,yes,yes,unknown,27,may,77,1,-1,0,unknown,no
33,technician,single,secondary,no,4792,no,no,cellular,26,may,131,3,-1,0,unknown,no
59,housemaid,single,secondary,no,26172,no,no,cellular,18,nov,54,2,-1,0,unknown,no
51,admin.,single,secondary,no,3132,no,no,telephone,5,nov,449,1,176,1,failure,no
30,management,single,secondary,no,4642,yes,no,cellular,21,nov,528,1,-1,0,unknown,yes
32,management,single,tertiary,no,336,no,no,cellular,15,may,64,4,-1,0,unknown,no
42,blue-collar,single,primary,no,50,no,no,unknown,16,jun,294,3,-1,0,unknown,no
24,admin.,single,secondary,no,1295,no,no,cellular,21,apr,476,1,-1,0,unknown,yes
28,services,single,secondary,no,45,yes,no,unknown,16,may,345,1,-1,0,unknown,no
39,technician,single,tertiary,no,47,yes,no,unknown,5,may,181,1,-1,0,unknown,no
28,management,single,tertiary,no,1942,no,no,cellular,7,jul,445,1,-1,0,unknown,no
28,management,single,secondary,no,-994,yes,yes,cellular,18,jul,174,2,-1,0,unknown,no
42,management,single,tertiary,no,1146,yes,no,unknown,15,may,98,2,-1,0,unknown,no
33,technician,single,tertiary,no,3773,no,no,cellular,26,aug,124,4,-1,0,unknown,no
27,student,single,secondary,no,538,no,no,cellular,18,dec,170,4,197,2,success,yes
27,services,single,tertiary,no,3021,yes,no,unknown,30,may,388,7,-1,0,unknown,no
42,services,single,unknown,no,410,no,no,cellular,21,nov,34,2,-1,0,unknown,no
28,management,single,tertiary,no,866,no,no,cellular,23,mar,191,2,-1,0,unknown,yes
35,technician,single,secondary,no,1501,yes,no,cellular,15,may,26,1,357,1,other,no
28,unemployed,single,primary,no,236,no,no,cellular,4,may,193,1,87,3,failure,yes
35,technician,single,secondary,no,-229,yes,no,unknown,27,may,100,2,-1,0,unknown,no
41,technician,single,secondary,no,200,yes,no,cellular,14,may,353,6,373,2,failure,no
28,management,single,tertiary,no,466,yes,no,cellular,23,jul,170,2,-1,0,unknown,no
33,blue-collar,single,primary,no,577,yes,no,cellular,15,may,59,4,-1,0,unknown,no
33,admin.,single,secondary,no,322,yes,no,unknown,28,may,266,4,-1,0,unknown,no
28,technician,single,tertiary,no,-123,no,yes,cellular,23,jul,690,1,-1,0,unknown,yes
29,management,single,tertiary,no,437,no,no,cellular,5,aug,504,1,92,1,success,yes
50,management,single,tertiary,no,3537,no,no,unknown,24,oct,305,1,-1,0,unknown,yes
31,admin.,single,secondary,no,0,no,no,cellular,17,apr,188,3,-1,0,unknown,yes
33,management,single,tertiary,no,275,no,no,cellular,18,nov,348,1,-1,0,unknown,no
36,unemployed,single,secondary,no,490,yes,yes,unknown,16,jun,265,3,-1,0,unknown,no
28,technician,single,tertiary,no,183,yes,yes,unknown,28,may,62,2,-1,0,unknown,no
47,management,single,tertiary,no,255,no,yes,cellular,30,jul,802,4,-1,0,unknown,yes
46,self-employed,single,secondary,no,2899,no,no,unknown,6,jun,40,1,-1,0,unknown,no
33,technician,single,tertiary,no,123,no,no,cellular,19,aug,264,1,-1,0,unknown,no
25,management,single,tertiary,no,99,yes,yes,unknown,16,may,102,4,-1,0,unknown,no
31,self-employed,single,tertiary,no,217,no,no,cellular,19,nov,501,4,-1,0,unknown,no
34,unemployed,single,secondary,no,9,yes,no,unknown,14,may,153,2,-1,0,unknown,no
27,technician,single,secondary,no,-646,yes,no,cellular,25,jul,135,8,-1,0,unknown,no
32,blue-collar,single,primary,no,3595,yes,no,cellular,21,nov,171,2,-1,0,unknown,no
38,blue-collar,single,secondary,no,0,no,no,cellular,13,aug,255,2,105,1,failure,no
38,services,single,secondary,no,-196,yes,no,cellular,2,feb,60,1,271,1,failure,no
26,student,single,secondary,no,372,yes,no,cellular,15,may,34,11,374,2,other,no
26,technician,single,secondary,no,24299,yes,no,unknown,13,may,704,1,-1,0,unknown,no
29,technician,single,secondary,no,6,no,no,cellular,25,may,315,1,-1,0,unknown,yes
43,technician,single,secondary,no,4990,yes,no,cellular,22,aug,88,10,-1,0,unknown,no
30,student,single,unknown,no,-145,no,yes,cellular,8,jul,154,1,-1,0,unknown,no
34,management,single,tertiary,no,-281,no,no,cellular,29,aug,56,6,-1,0,unknown,no
30,admin.,single,secondary,no,-36,no,no,cellular,16,jul,561,9,-1,0,unknown,yes
57,blue-collar,single,primary,no,3495,no,yes,cellular,19,nov,362,3,-1,0,unknown,no
31,technician,single,tertiary,no,491,yes,no,unknown,8,may,237,1,-1,0,unknown,no
32,management,single,tertiary,no,0,yes,no,unknown,15,may,86,4,-1,0,unknown,no
46,management,single,tertiary,no,46,no,yes,unknown,18,jun,107,1,-1,0,unknown,no
47,unemployed,single,tertiary,no,2500,no,no,cellular,30,jan,240,1,-1,0,unknown,no
36,entrepreneur,single,secondary,no,475,no,no,cellular,25,jul,141,3,-1,0,unknown,no
26,admin.,single,tertiary,no,3730,yes,no,cellular,11,mar,93,1,98,4,other,no
41,technician,single,secondary,no,618,no,no,cellular,5,feb,1056,1,-1,0,unknown,no
34,unemployed,single,secondary,no,233,yes,no,cellular,8,may,11,8,365,4,failure,no
28,blue-collar,single,primary,no,54,yes,no,cellular,14,may,533,1,371,1,other,yes
27,self-employed,single,secondary,no,23,yes,no,cellular,8,may,291,1,-1,0,unknown,no
36,blue-collar,single,secondary,no,110,no,no,cellular,8,jul,291,2,-1,0,unknown,no
45,blue-collar,single,primary,yes,-183,no,yes,cellular,15,jul,395,4,-1,0,unknown,no
26,admin.,single,secondary,no,160,no,yes,cellular,4,may,172,2,-1,0,unknown,no
42,blue-collar,single,secondary,no,625,no,no,unknown,19,jun,651,3,-1,0,unknown,yes
37,services,single,primary,no,3715,yes,no,unknown,20,jun,6,17,-1,0,unknown,no
30,services,single,secondary,no,726,yes,yes,cellular,30,jul,109,3,-1,0,unknown,no
29,management,single,tertiary,no,1445,no,no,cellular,4,dec,271,2,-1,0,unknown,yes
55,blue-collar,single,primary,no,1187,yes,no,cellular,17,apr,113,1,319,2,failure,no
34,services,single,secondary,no,581,yes,no,unknown,21,may,176,4,-1,0,unknown,no
33,technician,single,secondary,no,719,yes,no,cellular,9,apr,448,2,316,6,failure,yes
36,retired,single,secondary,no,101,yes,yes,unknown,26,may,314,1,-1,0,unknown,no
31,management,single,tertiary,no,3142,yes,no,cellular,18,jul,164,1,-1,0,unknown,no
30,services,single,secondary,no,1923,no,yes,cellular,29,jan,114,2,192,2,other,no
33,blue-collar,single,secondary,no,1794,yes,no,cellular,12,may,360,1,173,1,other,no
29,blue-collar,single,secondary,no,28,no,no,cellular,17,jul,360,2,-1,0,unknown,no
36,services,single,secondary,no,174,yes,no,unknown,7,may,223,2,-1,0,unknown,no
31,self-employed,single,tertiary,no,253,yes,no,cellular,7,may,157,1,349,4,failure,no
35,technician,single,tertiary,no,144,yes,yes,cellular,4,feb,202,4,113,20,failure,no
23,student,single,secondary,no,2530,yes,no,cellular,18,may,194,3,364,3,other,no
40,blue-collar,single,secondary,no,1066,yes,no,unknown,21,may,171,1,-1,0,unknown,no
43,services,single,secondary,no,370,yes,no,cellular,4,feb,257,1,-1,0,unknown,no
55,housemaid,single,primary,no,0,no,no,unknown,5,jun,247,1,-1,0,unknown,no
32,management,single,tertiary,no,3289,no,no,cellular,8,oct,375,2,179,2,failure,no
42,services,single,secondary,no,3403,yes,no,cellular,7,aug,215,1,99,1,failure,yes
23,services,single,secondary,no,292,yes,no,cellular,13,may,437,2,-1,0,unknown,no
35,blue-collar,single,secondary,no,448,no,yes,cellular,20,nov,1031,6,-1,0,unknown,no
39,services,single,secondary,no,403,yes,no,cellular,7,may,1262,3,-1,0,unknown,yes
28,management,single,tertiary,no,416,yes,yes,cellular,17,jul,345,1,-1,0,unknown,no
29,management,single,tertiary,no,1514,yes,no,telephone,5,may,363,1,333,7,other,no
37,technician,single,secondary,no,779,yes,no,unknown,28,may,85,1,-1,0,unknown,no
29,admin.,single,secondary,no,3432,yes,no,cellular,17,apr,139,2,-1,0,unknown,no
29,management,single,tertiary,no,307,yes,no,cellular,2,jun,690,1,-1,0,unknown,yes
32,technician,single,tertiary,no,47,yes,no,cellular,3,feb,693,7,204,3,failure,no
39,admin.,single,secondary,no,238,yes,no,cellular,15,apr,417,1,-1,0,unknown,no
31,management,single,tertiary,no,284,no,no,cellular,21,aug,45,4,-1,0,unknown,no
40,management,single,tertiary,no,15,no,yes,unknown,22,aug,4,1,-1,0,unknown,no
40,technician,single,primary,no,340,yes,no,unknown,29,may,146,1,-1,0,unknown,no
32,technician,single,tertiary,no,514,yes,yes,cellular,7,may,138,1,168,1,failure,no
39,blue-collar,single,secondary,no,369,no,yes,cellular,20,nov,224,1,-1,0,unknown,no
37,blue-collar,single,secondary,no,115,yes,no,unknown,12,may,74,1,-1,0,unknown,no
29,technician,single,tertiary,no,1221,yes,no,cellular,21,jul,72,2,-1,0,unknown,no
37,management,single,tertiary,no,1379,yes,no,unknown,23,may,319,3,-1,0,unknown,no
30,services,single,secondary,no,179,yes,no,unknown,29,may,286,3,-1,0,unknown,no
27,services,single,secondary,no,194,yes,no,unknown,16,may,326,1,-1,0,unknown,no
29,technician,single,unknown,no,1729,yes,no,cellular,6,apr,479,1,-1,0,unknown,no
27,self-employed,single,tertiary,no,168,no,no,cellular,13,may,271,1,182,2,success,no
34,technician,single,tertiary,no,2671,no,no,cellular,19,aug,119,9,-1,0,unknown,no
32,entrepreneur,single,primary,yes,-849,yes,yes,cellular,4,feb,204,1,-1,0,unknown,no
24,technician,single,secondary,no,434,no,no,cellular,28,may,331,1,-1,0,unknown,no
48,management,single,unknown,no,1009,yes,no,cellular,9,feb,138,5,256,1,other,no
43,services,single,secondary,no,0,yes,no,cellular,14,may,88,4,-1,0,unknown,no
31,management,single,tertiary,no,62,yes,no,cellular,18,may,175,1,293,5,failure,no
42,entrepreneur,single,unknown,no,323,no,no,unknown,16,jun,617,1,-1,0,unknown,yes
37,services,single,secondary,no,459,no,no,telephone,16,jul,61,14,-1,0,unknown,no
31,technician,single,secondary,no,863,yes,no,cellular,3,feb,146,1,263,5,success,no
22,student,single,secondary,no,224,no,no,unknown,14,sep,5,1,-1,0,unknown,no
31,services,single,secondary,no,0,yes,no,unknown,26,may,223,2,-1,0,unknown,no
31,technician,single,tertiary,no,665,yes,no,cellular,4,feb,156,1,-1,0,unknown,no
29,admin.,single,secondary,no,854,no,no,cellular,20,jul,175,5,95,1,other,no
45,technician,single,primary,no,237,yes,no,cellular,14,apr,110,1,263,1,failure,no
30,services,single,secondary,no,209,yes,no,unknown,6,may,30,2,-1,0,unknown,no
34,blue-collar,single,tertiary,no,-303,yes,no,cellular,18,may,17,5,355,2,failure,no
38,technician,single,secondary,no,571,no,no,cellular,4,feb,275,3,-1,0,unknown,no
37,technician,single,secondary,no,670,yes,no,unknown,8,may,78,3,-1,0,unknown,no
25,blue-collar,single,secondary,no,-375,yes,no,cellular,14,jul,61,2,-1,0,unknown,no
29,unemployed,single,secondary,no,486,no,no,telephone,30,apr,95,1,-1,0,unknown,no
25,student,single,unknown,no,480,no,no,cellular,8,sep,140,1,-1,0,unknown,yes
26,unemployed,single,secondary,no,771,no,no,cellular,22,jun,113,1,109,1,failure,no
31,housemaid,single,tertiary,no,596,no,no,telephone,28,jan,30,1,-1,0,unknown,no
34,management,single,tertiary,no,6707,yes,no,cellular,20,apr,16,3,154,4,other,no
35,technician,single,secondary,no,1,no,no,unknown,30,may,66,4,-1,0,unknown,no
31,admin.,single,secondary,no,19,yes,no,cellular,18,nov,1978,1,-1,0,unknown,yes
37,blue-collar,single,secondary,no,2032,yes,no,unknown,21,may,158,2,-1,0,unknown,no
28,admin.,single,secondary,no,244,yes,no,unknown,9,may,31,3,-1,0,unknown,no
42,technician,single,secondary,no,146,no,no,cellular,8,aug,229,2,-1,0,unknown,no
35,management,single,tertiary,no,385,yes,no,cellular,29,aug,168,2,-1,0,unknown,no
35,student,single,tertiary,no,7,yes,no,telephone,4,feb,72,2,247,1,other,no
29,management,single,tertiary,no,-233,yes,no,unknown,19,may,329,1,-1,0,unknown,no
